func,n,noise,interp,order,eval_type,nrmse,n_support
sin(2πx),101,0.0001,agp_robust,2,on_data,0.0008064670702299961,-1
sin(2πx),101,0.0001,aaad,2,on_data,15854.792113669811,51
sin(2πx),101,0.0001,s2_aaa_mle,2,on_data,15854.792113662706,51
sin(2πx),101,0.0001,s3_se,2,on_data,17.115249809657207,57
sin(2πx),101,0.0001,agp_robust,4,on_data,0.007530697049386094,-1
sin(2πx),101,0.0001,aaad,4,on_data,1.4167326351884973e13,51
sin(2πx),101,0.0001,s2_aaa_mle,4,on_data,1.4167326351878594e13,51
sin(2πx),101,0.0001,s3_se,4,on_data,2.034464606200515e8,57
sin(2πx),101,0.0001,agp_robust,6,on_data,0.021017949449945544,-1
sin(2πx),101,0.0001,aaad,6,on_data,3.1648660332740713e22,51
sin(2πx),101,0.0001,s2_aaa_mle,6,on_data,3.164866033272642e22,51
sin(2πx),101,0.0001,s3_se,6,on_data,6.04673609076949e15,57
sin(2πx),101,0.01,agp_robust,0,interior,0.0028950126366542052,-1
sin(2πx),101,0.01,aaad,0,interior,0.014836869159853456,52
sin(2πx),101,0.01,s2_aaa_mle,0,interior,0.02196638028776767,51
sin(2πx),101,0.01,agp_robust,1,interior,0.0065335614703065925,-1
sin(2πx),101,0.01,aaad,1,interior,1.1546836165160215,52
sin(2πx),101,0.01,s2_aaa_mle,1,interior,11.998409000102779,51
sin(2πx),101,0.01,agp_robust,2,interior,0.01723942650941288,-1
sin(2πx),101,0.01,aaad,2,interior,268.6515964366123,52
sin(2πx),101,0.01,s2_aaa_mle,2,interior,14941.261642410458,51
sin(2πx),101,0.01,agp_robust,3,interior,0.041444230309643525,-1
sin(2πx),101,0.01,aaad,3,interior,118924.39592221302,52
sin(2πx),101,0.01,s2_aaa_mle,3,interior,3.1449515867706824e7,51
sin(2πx),101,0.01,agp_robust,4,interior,0.08759501308119305,-1
sin(2πx),101,0.01,aaad,4,interior,6.369979754675669e7,52
sin(2πx),101,0.01,s2_aaa_mle,4,interior,7.84979793408869e10,51
sin(2πx),101,0.01,agp_robust,5,interior,0.2761352948263724,-1
sin(2πx),101,0.01,aaad,5,interior,4.814346255047202e10,52
sin(2πx),101,0.01,s2_aaa_mle,5,interior,2.7538918059749356e14,51
sin(2πx),101,0.01,agp_robust,6,interior,0.4850641394413348,-1
sin(2πx),101,0.01,aaad,6,interior,3.885989205269257e13,52
sin(2πx),101,0.01,s2_aaa_mle,6,interior,1.0310572872025446e18,51
sin(2πx),101,0.01,agp_robust,7,interior,1.2010058475401908,-1
sin(2πx),101,0.01,aaad,7,interior,4.115364386047281e16,52
sin(2πx),101,0.01,s2_aaa_mle,7,interior,5.064064515892179e21,51
sin(2πx),101,0.01,agp_robust,0,on_data,0.0029245228731607435,-1
sin(2πx),101,0.01,aaad,0,on_data,0.013996402071708549,52
sin(2πx),101,0.01,s2_aaa_mle,0,on_data,0.013996402071710736,51
sin(2πx),101,0.01,agp_robust,2,on_data,0.01701649980597062,-1
sin(2πx),101,0.01,aaad,2,on_data,2531.906798254821,52
sin(2πx),101,0.01,s2_aaa_mle,2,on_data,1.6656412840511385e8,51
sin(2πx),101,0.01,agp_robust,4,on_data,0.08717722694533163,-1
sin(2πx),101,0.01,aaad,4,on_data,3.8695633601505632e9,52
sin(2πx),101,0.01,s2_aaa_mle,4,on_data,1.592509013201187e19,51
sin(2πx),101,0.01,agp_robust,6,on_data,0.48395780609213745,-1
sin(2πx),101,0.01,aaad,6,on_data,1.482099205805454e16,52
sin(2πx),101,0.01,s2_aaa_mle,6,on_data,3.806469292966516e30,51
sin(2πx),501,0.0,agp_robust,0,interior,5.531719476202456e-7,-1
sin(2πx),501,0.0,aaad,0,interior,1.72249424635513e-15,11
sin(2πx),501,0.0,s2_aaa_mle,0,interior,6.569599048753975e-14,10
sin(2πx),501,0.0,s3_se,0,interior,7.255538289258116e-11,11
sin(2πx),501,0.0,agp_robust,1,interior,1.2840490662763204e-5,-1
sin(2πx),501,0.0,aaad,1,interior,1.630600457366859e-14,11
sin(2πx),501,0.0,s2_aaa_mle,1,interior,4.0700832956845157e-13,10
sin(2πx),501,0.0,s3_se,1,interior,7.995439641123448e-10,11
sin(2πx),501,0.0,agp_robust,2,interior,0.00014497811673564048,-1
sin(2πx),501,0.0,aaad,2,interior,1.235555502787483e-12,11
sin(2πx),501,0.0,s2_aaa_mle,2,interior,3.277816721317531e-11,10
sin(2πx),501,0.0,s3_se,2,interior,3.9561131962202334e-8,11
sin(2πx),501,0.0,agp_robust,3,interior,0.000902263787878371,-1
sin(2πx),501,0.0,aaad,3,interior,1.8433859550353472e-10,11
sin(2πx),501,0.0,s2_aaa_mle,3,interior,1.01117132350859e-9,10
sin(2πx),501,0.0,s3_se,3,interior,5.531011433819436e-6,11
sin(2πx),501,0.0,agp_robust,4,interior,0.004058434363062853,-1
sin(2πx),501,0.0,aaad,4,interior,1.8324599562121418e-7,11
sin(2πx),501,0.0,s2_aaa_mle,4,interior,2.1372327344435118e-8,10
sin(2πx),501,0.0,s3_se,4,interior,0.003097456639657975,11
sin(2πx),501,0.0,agp_robust,5,interior,0.012116607932297192,-1
sin(2πx),501,0.0,aaad,5,interior,0.00017670830151697513,11
sin(2πx),501,0.0,s2_aaa_mle,5,interior,6.179450855178919e-5,10
sin(2πx),501,0.0,s3_se,5,interior,2.0545926797526577,11
sin(2πx),501,0.0,agp_robust,6,interior,0.026135974239630703,-1
sin(2πx),501,0.0,aaad,6,interior,0.07381111147096013,11
sin(2πx),501,0.0,s2_aaa_mle,6,interior,0.14387425343211271,10
sin(2πx),501,0.0,s3_se,6,interior,1736.674127257641,11
sin(2πx),501,0.0,agp_robust,7,interior,0.03208901444412352,-1
sin(2πx),501,0.0,aaad,7,interior,91.68555522258696,11
sin(2πx),501,0.0,s2_aaa_mle,7,interior,21.006484103706367,10
sin(2πx),501,0.0,s3_se,7,interior,1.612712819733989e6,11
sin(2πx),501,0.0,agp_robust,0,on_data,6.512845872779256e-7,-1
sin(2πx),501,0.0,aaad,0,on_data,1.7207625873121118e-15,11
sin(2πx),501,0.0,s2_aaa_mle,0,on_data,5.268172450278357e-14,10
sin(2πx),501,0.0,s3_se,0,on_data,7.035346832900184e-11,11
sin(2πx),501,0.0,agp_robust,2,on_data,0.00010345090830523367,-1
sin(2πx),501,0.0,aaad,2,on_data,6.850150662608663e-13,11
sin(2πx),501,0.0,s2_aaa_mle,2,on_data,7.2688688966607705e-12,10
sin(2πx),501,0.0,s3_se,2,on_data,2.1568676110915515e-8,11
sin(2πx),501,0.0,agp_robust,4,on_data,0.0032140143156257537,-1
sin(2πx),501,0.0,aaad,4,on_data,4.866518795878233e-8,11
sin(2πx),501,0.0,s2_aaa_mle,4,on_data,4.5529396855879397e-8,10
sin(2πx),501,0.0,s3_se,4,on_data,3.7198634355351103e-6,11
sin(2πx),501,0.0,agp_robust,6,on_data,0.023462144684515473,-1
sin(2πx),501,0.0,aaad,6,on_data,0.0006121176223426598,11
sin(2πx),501,0.0,s2_aaa_mle,6,on_data,0.007085048397804002,10
sin(2πx),501,0.0,s3_se,6,on_data,0.003060239028280408,11
sin(2πx),501,1.0e-8,agp_robust,0,interior,6.384692892601414e-7,-1
sin(2πx),501,1.0e-8,aaad,0,interior,6.775365242567461e-8,8
sin(2πx),501,1.0e-8,s2_aaa_mle,0,interior,1.4953877747165265e-8,184
sin(2πx),501,1.0e-8,s3_se,0,interior,1.9179688376553387e-9,10
sin(2πx),501,1.0e-8,agp_robust,1,interior,5.913181888000241e-6,-1
sin(2πx),501,1.0e-8,aaad,1,interior,2.2829249714812403e-7,8
sin(2πx),501,1.0e-8,s2_aaa_mle,1,interior,3.90368769724284e-6,184
sin(2πx),501,1.0e-8,s3_se,1,interior,9.371254294091417e-9,10
sin(2πx),501,1.0e-8,agp_robust,2,interior,8.942457508871991e-5,-1
sin(2πx),501,1.0e-8,aaad,2,interior,1.0052905308552356e-5,8
sin(2πx),501,1.0e-8,s2_aaa_mle,2,interior,0.002960448333297325,184
sin(2πx),501,1.0e-8,s3_se,2,interior,1.7492444780492603e-7,10
sin(2πx),501,1.0e-8,agp_robust,3,interior,0.0006682038109233421,-1
sin(2πx),501,1.0e-8,aaad,3,interior,0.00011724475772120847,8
sin(2πx),501,1.0e-8,s2_aaa_mle,3,interior,3.3983516233542708,184
sin(2πx),501,1.0e-8,s3_se,3,interior,2.1468656820935086e-6,10
sin(2πx),501,1.0e-8,agp_robust,4,interior,0.0033970496713669296,-1
sin(2πx),501,1.0e-8,aaad,4,interior,0.0009068851851769626,8
sin(2πx),501,1.0e-8,s2_aaa_mle,4,interior,5536.6828937033515,184
sin(2πx),501,1.0e-8,s3_se,4,interior,1.8977647329819313e-5,10
sin(2πx),501,1.0e-8,agp_robust,5,interior,0.011086962569370426,-1
sin(2πx),501,1.0e-8,aaad,5,interior,0.00479440257821922,8
sin(2πx),501,1.0e-8,s2_aaa_mle,5,interior,1.0662175095459022e7,184
sin(2πx),501,1.0e-8,s3_se,5,interior,0.00018306953003857215,10
sin(2πx),501,1.0e-8,agp_robust,6,interior,0.025669353892251695,-1
sin(2πx),501,1.0e-8,aaad,6,interior,0.02137925200006126,8
sin(2πx),501,1.0e-8,s2_aaa_mle,6,interior,2.6309563850239502e10,184
sin(2πx),501,1.0e-8,s3_se,6,interior,0.2170574160663284,10
sin(2πx),501,1.0e-8,agp_robust,7,interior,0.03363747589728072,-1
sin(2πx),501,1.0e-8,aaad,7,interior,3.4043590039745566,8
sin(2πx),501,1.0e-8,s2_aaa_mle,7,interior,7.18633336156011e13,184
sin(2πx),501,1.0e-8,s3_se,7,interior,7.564991668579403,10
sin(2πx),501,1.0e-8,agp_robust,0,on_data,6.485922320680728e-7,-1
sin(2πx),501,1.0e-8,aaad,0,on_data,5.183011278369912e-8,8
sin(2πx),501,1.0e-8,s2_aaa_mle,0,on_data,1.3720268639173384e-8,184
sin(2πx),501,1.0e-8,s3_se,0,on_data,1.8062587408160464e-9,10
sin(2πx),501,1.0e-8,agp_robust,2,on_data,6.324742894901144e-5,-1
sin(2πx),501,1.0e-8,aaad,2,on_data,2.3031989125062768e-6,8
sin(2πx),501,1.0e-8,s2_aaa_mle,2,on_data,0.007282294809775975,184
sin(2πx),501,1.0e-8,s3_se,2,on_data,6.767345937799409e-8,10
sin(2πx),501,1.0e-8,agp_robust,4,on_data,0.002652131285088273,-1
sin(2πx),501,1.0e-8,aaad,4,on_data,0.000308184712020773,8
sin(2πx),501,1.0e-8,s2_aaa_mle,4,on_data,90163.86216578085,184
sin(2πx),501,1.0e-8,s3_se,4,on_data,1.173565867386148e-5,10
sin(2πx),501,1.0e-8,agp_robust,6,on_data,0.022887783909207707,-1
sin(2πx),501,1.0e-8,aaad,6,on_data,0.017565453664875816,8
sin(2πx),501,1.0e-8,s2_aaa_mle,6,on_data,6.841911194134475e12,184
sin(2πx),501,1.0e-8,s3_se,6,on_data,0.01139093752581695,10
sin(2πx),501,0.0001,agp_robust,0,interior,1.944575039543837e-5,-1
sin(2πx),501,0.0001,aaad,0,interior,0.013781673403028383,9
sin(2πx),501,0.0001,s2_aaa_mle,0,interior,0.0006606616165776666,9
sin(2πx),501,0.0001,s3_se,0,interior,2.5648840439751944e-5,25
sin(2πx),501,0.0001,agp_robust,1,interior,0.00010667021590470135,-1
sin(2πx),501,0.0001,aaad,1,interior,0.22640805430719804,9
sin(2πx),501,0.0001,s2_aaa_mle,1,interior,0.007067707065662232,9
sin(2πx),501,0.0001,s3_se,1,interior,0.006420221697505454,25
sin(2πx),501,0.0001,agp_robust,2,interior,0.0008078116783402632,-1
sin(2πx),501,0.0001,aaad,2,interior,8.562308928155845,9
sin(2πx),501,0.0001,s2_aaa_mle,2,interior,0.13049209726242192,9
sin(2πx),501,0.0001,s3_se,2,interior,6.770972077177064,25
sin(2πx),501,0.0001,agp_robust,3,interior,0.003434818499245487,-1
sin(2πx),501,0.0001,aaad,3,interior,473.8179520710845,9
sin(2πx),501,0.0001,s2_aaa_mle,3,interior,17.664190349902288,9
sin(2πx),501,0.0001,s3_se,3,interior,9843.729533794984,25
sin(2πx),501,0.0001,agp_robust,4,interior,0.00935225889533409,-1
sin(2πx),501,0.0001,aaad,4,interior,40737.503429560486,9
sin(2πx),501,0.0001,s2_aaa_mle,4,interior,3726.641470573825,9
sin(2πx),501,0.0001,s3_se,4,interior,2.0234986068995677e7,25
sin(2πx),501,0.0001,agp_robust,5,interior,0.014252191712007265,-1
sin(2πx),501,0.0001,aaad,5,interior,6.178478496714536e6,9
sin(2πx),501,0.0001,s2_aaa_mle,5,interior,930978.6116423041,9
sin(2πx),501,0.0001,s3_se,5,interior,4.895745978680932e10,25
sin(2πx),501,0.0001,agp_robust,6,interior,0.031776142091839855,-1
sin(2πx),501,0.0001,aaad,6,interior,1.8939517807840314e9,9
sin(2πx),501,0.0001,s2_aaa_mle,6,interior,2.9694020177504e8,9
sin(2πx),501,0.0001,s3_se,6,interior,1.5094194702239162e14,25
sin(2πx),501,0.0001,agp_robust,7,interior,0.08085603654517023,-1
sin(2πx),501,0.0001,aaad,7,interior,7.248687541360458e11,9
sin(2πx),501,0.0001,s2_aaa_mle,7,interior,1.0411055036325348e11,9
sin(2πx),501,0.0001,s3_se,7,interior,5.112709285700136e17,25
sin(2πx),501,0.0001,agp_robust,0,on_data,1.8213446003089807e-5,-1
sin(2πx),501,0.0001,aaad,0,on_data,0.006503666614436217,9
sin(2πx),501,0.0001,s2_aaa_mle,0,on_data,0.000635764401697159,9
sin(2πx),501,0.0001,s3_se,0,on_data,3.24173681847854e-5,25
sin(2πx),501,0.0001,agp_robust,2,on_data,0.0007088568324069605,-1
sin(2πx),501,0.0001,aaad,2,on_data,157.71865639425167,9
sin(2πx),501,0.0001,s2_aaa_mle,2,on_data,9.479323456473862,9
sin(2πx),501,0.0001,s3_se,2,on_data,0.1256689119498864,25
sin(2πx),501,0.0001,agp_robust,4,on_data,0.009154646212683068,-1
sin(2πx),501,0.0001,aaad,4,on_data,9.860294360160163e7,9
sin(2πx),501,0.0001,s2_aaa_mle,4,on_data,3.5110335325578917e6,9
sin(2πx),501,0.0001,s3_se,4,on_data,7176.512669311734,25
sin(2πx),501,0.0001,agp_robust,6,on_data,0.027816433751197883,-1
sin(2πx),501,0.0001,aaad,6,on_data,1.5412440849381725e14,9
sin(2πx),501,0.0001,s2_aaa_mle,6,on_data,3.2511406536490386e12,9
sin(2πx),501,0.0001,s3_se,6,on_data,1.128107798973464e9,25
sin(2πx),501,0.01,agp_robust,0,interior,0.002242374516075576,-1
sin(2πx),501,0.01,aaad,0,interior,0.04171864018337366,4
sin(2πx),501,0.01,s2_aaa_mle,0,interior,0.008734091534844028,4
sin(2πx),501,0.01,s3_se,0,interior,0.004561696222493401,11
sin(2πx),501,0.01,agp_robust,1,interior,0.008235885263153015,-1
sin(2πx),501,0.01,aaad,1,interior,0.0744047623753673,4
sin(2πx),501,0.01,s2_aaa_mle,1,interior,0.0521692024460283,4
sin(2πx),501,0.01,s3_se,1,interior,0.013762791231440252,11
sin(2πx),501,0.01,agp_robust,2,interior,0.03203322308661157,-1
sin(2πx),501,0.01,aaad,2,interior,0.19882406939787306,4
sin(2πx),501,0.01,s2_aaa_mle,2,interior,0.2025915420465087,4
sin(2πx),501,0.01,s3_se,2,interior,12.20758998438509,11
sin(2πx),501,0.01,agp_robust,3,interior,0.08011681532245081,-1
sin(2πx),501,0.01,aaad,3,interior,0.5089615192207382,4
sin(2πx),501,0.01,s2_aaa_mle,3,interior,0.41807889041762214,4
sin(2πx),501,0.01,s3_se,3,interior,1296.7180351976822,11
sin(2πx),501,0.01,agp_robust,4,interior,0.1352771873164224,-1
sin(2πx),501,0.01,aaad,4,interior,0.9252220614605445,4
sin(2πx),501,0.01,s2_aaa_mle,4,interior,0.5408854429529157,4
sin(2πx),501,0.01,s3_se,4,interior,37961.408842837845,11
sin(2πx),501,0.01,agp_robust,5,interior,0.1572799136203041,-1
sin(2πx),501,0.01,aaad,5,interior,1.733716377865678,4
sin(2πx),501,0.01,s2_aaa_mle,5,interior,0.8857018179540298,4
sin(2πx),501,0.01,s3_se,5,interior,4.559467896093001e7,11
sin(2πx),501,0.01,agp_robust,6,interior,0.3254514152625774,-1
sin(2πx),501,0.01,aaad,6,interior,3.8827814836557515,4
sin(2πx),501,0.01,s2_aaa_mle,6,interior,1.7922858860252937,4
sin(2πx),501,0.01,s3_se,6,interior,7.973663742512361e9,11
sin(2πx),501,0.01,agp_robust,7,interior,0.4795539969263891,-1
sin(2πx),501,0.01,aaad,7,interior,8.990079290763106,4
sin(2πx),501,0.01,s2_aaa_mle,7,interior,3.561871058113492,4
sin(2πx),501,0.01,s3_se,7,interior,1.0359332717578386e12,11
sin(2πx),501,0.01,agp_robust,0,on_data,0.00222825956032032,-1
sin(2πx),501,0.01,aaad,0,on_data,0.041559667140121874,4
sin(2πx),501,0.01,s2_aaa_mle,0,on_data,0.007776664733943949,4
sin(2πx),501,0.01,s3_se,0,on_data,0.003116206550629056,11
sin(2πx),501,0.01,agp_robust,2,on_data,0.02333996536007483,-1
sin(2πx),501,0.01,aaad,2,on_data,0.1930000314713277,4
sin(2πx),501,0.01,s2_aaa_mle,2,on_data,0.16806142947455854,4
sin(2πx),501,0.01,s3_se,2,on_data,3.99395407308896,11
sin(2πx),501,0.01,agp_robust,4,on_data,0.13371482618978914,-1
sin(2πx),501,0.01,aaad,4,on_data,0.9223139724236978,4
sin(2πx),501,0.01,s2_aaa_mle,4,on_data,0.5400687591045936,4
sin(2πx),501,0.01,s3_se,4,on_data,27575.72152675683,11
sin(2πx),501,0.01,agp_robust,6,on_data,0.3197463422481216,-1
sin(2πx),501,0.01,aaad,6,on_data,3.881562855768656,4
sin(2πx),501,0.01,s2_aaa_mle,6,on_data,1.7903678347621717,4
sin(2πx),501,0.01,s3_se,6,on_data,1.9900963271865794e8,11
sin(2πx),1501,0.0,agp_robust,0,interior,6.069524927472087e-7,-1
sin(2πx),1501,0.0,aaad,0,interior,1.1281528937651793e-15,11
sin(2πx),1501,0.0,s2_aaa_mle,0,interior,5.538801607898267e-14,10
sin(2πx),1501,0.0,s3_se,0,interior,1.256137322045421e-10,10
sin(2πx),1501,0.0,agp_robust,1,interior,7.1830832006367536e-6,-1
sin(2πx),1501,0.0,aaad,1,interior,1.9878535951375622e-14,11
sin(2πx),1501,0.0,s2_aaa_mle,1,interior,2.118015956247467e-12,10
sin(2πx),1501,0.0,s3_se,1,interior,5.1287226786382485e-9,10
sin(2πx),1501,0.0,agp_robust,2,interior,9.49675976361988e-5,-1
sin(2πx),1501,0.0,aaad,2,interior,1.6011252765935782e-12,11
sin(2πx),1501,0.0,s2_aaa_mle,2,interior,8.590491972422373e-11,10
sin(2πx),1501,0.0,s3_se,2,interior,1.300267428298269e-7,10
sin(2πx),1501,0.0,agp_robust,3,interior,0.0006612437727186388,-1
sin(2πx),1501,0.0,aaad,3,interior,5.591747258344295e-11,11
sin(2πx),1501,0.0,s2_aaa_mle,3,interior,1.8251588001553315e-9,10
sin(2πx),1501,0.0,s3_se,3,interior,1.8018826789988972e-6,10
sin(2πx),1501,0.0,agp_robust,4,interior,0.0033014261145108076,-1
sin(2πx),1501,0.0,aaad,4,interior,2.996498186126582e-9,11
sin(2πx),1501,0.0,s2_aaa_mle,4,interior,2.9785699814491218e-8,10
sin(2πx),1501,0.0,s3_se,4,interior,1.900200677303078e-5,10
sin(2πx),1501,0.0,agp_robust,5,interior,0.010447109533776974,-1
sin(2πx),1501,0.0,aaad,5,interior,2.684172341624565e-6,11
sin(2πx),1501,0.0,s2_aaa_mle,5,interior,1.5027442129954788e-6,10
sin(2πx),1501,0.0,s3_se,5,interior,0.00013861695029339526,10
sin(2πx),1501,0.0,agp_robust,6,interior,0.024160632745383683,-1
sin(2πx),1501,0.0,aaad,6,interior,9.915410228128004e-5,11
sin(2πx),1501,0.0,s2_aaa_mle,6,interior,2.2570954024079905e-5,10
sin(2πx),1501,0.0,s3_se,6,interior,0.0009050757476412742,10
sin(2πx),1501,0.0,agp_robust,7,interior,0.030975818205230925,-1
sin(2πx),1501,0.0,aaad,7,interior,0.016177471916299882,11
sin(2πx),1501,0.0,s2_aaa_mle,7,interior,0.07074003210272105,10
sin(2πx),1501,0.0,s3_se,7,interior,0.09551584207531438,10
sin(2πx),1501,0.0,agp_robust,0,on_data,6.053734143755902e-7,-1
sin(2πx),1501,0.0,aaad,0,on_data,9.083303665699597e-16,11
sin(2πx),1501,0.0,s2_aaa_mle,0,on_data,5.0119931950633884e-14,10
sin(2πx),1501,0.0,s3_se,0,on_data,1.2271888903369005e-10,10
sin(2πx),1501,0.0,agp_robust,2,on_data,6.621059161379495e-5,-1
sin(2πx),1501,0.0,aaad,2,on_data,2.0117617042407337e-12,11
sin(2πx),1501,0.0,s2_aaa_mle,2,on_data,2.5072273327826706e-11,10
sin(2πx),1501,0.0,s3_se,2,on_data,1.053214379474242e-7,10
sin(2πx),1501,0.0,agp_robust,4,on_data,0.002434020764859019,-1
sin(2πx),1501,0.0,aaad,4,on_data,2.2675307595780167e-6,11
sin(2πx),1501,0.0,s2_aaa_mle,4,on_data,1.2483991024423864e-8,10
sin(2πx),1501,0.0,s3_se,4,on_data,1.61934404746519e-5,10
sin(2πx),1501,0.0,agp_robust,6,on_data,0.02054074824217964,-1
sin(2πx),1501,0.0,aaad,6,on_data,2.232706604852639,11
sin(2πx),1501,0.0,s2_aaa_mle,6,on_data,0.001388487513736735,10
sin(2πx),1501,0.0,s3_se,6,on_data,0.0008381816019491234,10
sin(2πx),1501,1.0e-8,agp_robust,0,interior,6.09700396279472e-7,-1
sin(2πx),1501,1.0e-8,aaad,0,interior,4.7667398547236965e-8,8
sin(2πx),1501,1.0e-8,s2_aaa_mle,0,interior,1.3806152270096232e-9,8
sin(2πx),1501,1.0e-8,s3_se,0,interior,8.62807124395065e-9,12
sin(2πx),1501,1.0e-8,agp_robust,1,interior,4.8659460048596655e-6,-1
sin(2πx),1501,1.0e-8,aaad,1,interior,8.9544859509588e-7,8
sin(2πx),1501,1.0e-8,s2_aaa_mle,1,interior,5.5212267654521404e-8,8
sin(2πx),1501,1.0e-8,s3_se,1,interior,9.636459535341197e-6,12
sin(2πx),1501,1.0e-8,agp_robust,2,interior,7.290351419160897e-5,-1
sin(2πx),1501,1.0e-8,aaad,2,interior,1.842263879838604e-5,8
sin(2πx),1501,1.0e-8,s2_aaa_mle,2,interior,1.0693311061152598e-6,8
sin(2πx),1501,1.0e-8,s3_se,2,interior,0.025001452934404048,12
sin(2πx),1501,1.0e-8,agp_robust,3,interior,0.0005458987404691952,-1
sin(2πx),1501,1.0e-8,aaad,3,interior,0.00017675211894337795,8
sin(2πx),1501,1.0e-8,s2_aaa_mle,3,interior,1.1580327520344165e-5,8
sin(2πx),1501,1.0e-8,s3_se,3,interior,89.25312178200836,12
sin(2πx),1501,1.0e-8,agp_robust,4,interior,0.00284749194147594,-1
sin(2πx),1501,1.0e-8,aaad,4,interior,0.001278298159484383,8
sin(2πx),1501,1.0e-8,s2_aaa_mle,4,interior,9.81640227829008e-5,8
sin(2πx),1501,1.0e-8,s3_se,4,interior,462081.14340526896,12
sin(2πx),1501,1.0e-8,agp_robust,5,interior,0.009311600835851568,-1
sin(2πx),1501,1.0e-8,aaad,5,interior,0.006404439088616535,8
sin(2πx),1501,1.0e-8,s2_aaa_mle,5,interior,0.0005832907075884576,8
sin(2πx),1501,1.0e-8,s3_se,5,interior,2.74936989201932e9,12
